Sukunimi,Yhteensä
Patrikainen,524
Viik,524
Alenius,523
Juselius,523
Puikkonen,523
Wickström,523
Hannila,522
Kiviaho,522
Törmälä,522
Alander,521
Malkamäki,521
Sandholm,521
Siirilä,521
Mäkiranta,520
Sahlberg,520
Siivola,520
Vettenranta,520
Välitalo,520
Heikkala,519
Soukka,519
Lönnberg,518
Palmroos,518
Pirnes,518
Alm,517
Ojalehto,517
Vilen,517
Pöysti,516
Saaranen,516
Åman,516
Nuotio,515
Rönn,515
Svahn,515
Niinikoski,514
Hoffren,513
Koivikko,513
Pekkinen,513
Perkkiö,513
Laari,512
Pölkki,512
Silvola,512
Säteri,512
Terävä,511
Hiljanen,510
Hjelt,510
Körkkö,510
Lamminpää,509
Lemmetty,509
Hagelberg,508
Kokkola,508
Singh,508
Laurell,507
Niemenmaa,507
Vierikko,507
Sinkko,506
Carlsson,505
Vallius,505
Khan,504
Linden,504
Raudaskoski,504
Vuorisalo,504
Lohilahti,503
Maukonen,503
Niska,503
Somero,503
Keisala,502
Mänty,502
Pyy,502
Grundström,501
Koukkari,501
Kytömäki,501
Lesonen,501
Lyyra,501
Kalliola,500
Kivijärvi,500
Kullberg,499
Murtonen,499
Strand,499
Jarva,498
Sarin,498
Arvonen,497
Örn,497
Arminen,496
Bruun,496
Havia,496
Iivanainen,496
Kuru,496
Pajarinen,496
Rönnqvist,496
Viitasalo,496
Hurri,495
Janhonen,495
Maunu,495
Soronen,495
Lindroth,494
Lindvall,494
Heikka,493
Isokääntä,493
Louhelainen,493
Valkeinen,493
Ikäheimonen,492
Kontiainen,492
Palin,492
Saarimäki,492
Meronen,491
Stenvall,491
Auranen,490
Granberg,490
Lundgren,490
Puskala,490
Wahlroos,490
Österholm,490
Hilden,489
Hörkkö,489
Kuukka,489
Ranki,489
Rikkonen,489
Rintanen,489
Savinainen,489
Siitari,489
Vilhunen,489
Aromaa,488
Kotila,488
Ahlberg,487
Junno,487
Piira,487
Harjunen,486
Jakonen,486
Klasila,486
Krook,486
Lavonen,486
Matikka,486
Pirttimäki,485
Savikko,485
Aura,484
Hannus,484
Kallonen,484
Kurppa,484
Valve,484
Pykäläinen,483
Salakka,483
Huikuri,482
Kurttila,482
Lahikainen,482
Savonen,481
Forssell,480
Henttinen,480
Lehtovirta,480
Haglund,479
Tolppanen,479
Kyrö,478
Oikarainen,478
Raassina,478
Kaksonen,477
Kotajärvi,477
Pulkkanen,477
Airola,476
Arffman,476
Haapa-aho,476
Ihamäki,476
Rahko,476
Juslin,475
Mäkäräinen,475
Fors,474
Haapsaari,474
Mannermaa,474
Paakkinen,474
Westerberg,474
Isola,472
Löytynoja,472
Silvonen,472
Venho,472
Koskiniemi,471
Orpana,471
Susi,471
Kellokoski,470
Kiviluoma,470
Nevanperä,470
Kylmälä,469
Lehtikangas,469
Masalin,469
Pham,469
Turja,468
Lätti,467
Veteläinen,467
Marjamaa,466
Tukia,466
Valonen,466
Kouhia,465
Löfgren,465
Iltanen,464
Järviö,464
Lundén,464
Siirtola,464
Taipalus,464
Ainasoja,463
Hytti,463
Koivusaari,463
Komu,463
Pelli,463
Ranne,463
Salenius,463
Ahti,462
Mahlamäki,462
Sieppi,462
Sohlman,462
Kajava,461
Kuismin,461
Polvinen,461
Wessman,461
Hietalahti,460
Lappeteläinen,460
Syri,460
Haaparanta,459
Lainio,459
Levo,459
Myllymaa,459
Hilli,458
Ignatius,458
Kaunismäki,458
Nikunen,458
Rauma,458
Siipola,458
Yrjänä,458
Ahlskog,457
Isokoski,457
Purmonen,457
Tuikka,457
Kohtala,456
Kokkinen,456
Tepponen,456
Veijola,456
Hoffrén,455
Uosukainen,455
Vepsä,455
Starck,454
Suikki,454
Viinanen,454
Kuukasjärvi,453
Lahtonen,453
Petäjäjärvi,453
Björkskog,452
Hätönen,452
Kerola,452
Lehtelä,452
Miinalainen,452
Möller,452
Nordling,452
Väkeväinen,452
Mujunen,451
Olander,451
Ruuth,451
Slotte,451
Udd,451
Aitto-oja,450
Danielsson,450
Pohja,450
Ritala,450
Ruokamo,450
Holmqvist,449
Liski,449
Vallin,449
Vuokila,449
Castrén,447
Hannukainen,447
Karjula,447
Kiiskilä,447
Mohamud,447
Kirjonen,446
Lamminaho,446
Hägg,445
Lönnroth,445
Omar,445
Temonen,445
Hasu,443
Mettovaara,443
Honkasalo,442
Kallionpää,442
Mustalahti,442
Ruohola,442
Sorvisto,442
Vesanto,442
Haimi,441
Reini,441
Simolin,441
Vastamäki,441
Kotamäki,440
Osman,440
Palander,440
Piri,440
Sahlman,440
Haikola,439
Jämsén,439
Kaarlela,439
Winberg,439
Siiskonen,438
Tallberg,438
Meskanen,437
Vuoti,437
Juusela,436
Sjöman,436
Jukarainen,435
Lukka,435
Siljander,435
Göös,434
Kahelin,434
Koskimies,434
Raittila,434
Tienhaara,434
Tihinen,434
Kultanen,433
Enlund,432
Kelloniemi,432
Leponiemi,432
Peurala,432
Salokangas,432
Volanen,432
Hyytiä,431
Kariniemi,431
Hietakangas,430
Jama,430
Kammonen,430
Kämppi,430
Lakso,430
Tyynelä,430
Heinämäki,429
Hotakainen,429
Jurmu,429
Kivekäs,429
Kortesalmi,429
Luhtanen,429
Rytilahti,429
Tapper,429
Heiskari,428
Kokkoniemi,428
Saavalainen,428
Järvelin,427
Laulainen,427
Mäensivu,427
Pokela,427
Raittinen,427
Kiili,426
Panula,426
Schwartz,426
Sokka,426
Sundelin,426
Tyyskä,426
Ikäläinen,425
Jokisalo,425
Miikkulainen,425
Rantasalo,425
Vimpari,425
Helén,424
Juhala,424
Juujärvi,424
Kalenius,424
Virkkula,424
Ålander,424
Haikarainen,423
Jumppanen,423
Smith,423
Vaahtera,423
Liljeström,422
Malila,422
Tammilehto,422
Tuominiemi,422
Relander,421
Ruohomäki,421
Iivari,420
Airas,419
Kiukas,419
Stenfors,419
Perätalo,418
Ritari,418
Väinölä,418
Jokiaho,417
Kestilä,417
Silén,417
Korteniemi,416
Varila,416
Koivumaa,415
Löfman,415
Sikanen,415
Sirola,415
Tanhuanpää,415
Wilén,415
Halkola,414
Lautala,413
Vidgren,413
Hautakoski,412
Leppäkoski,412
Pihlava,412
Ahlström,411
Kosola,411
Luoma-aho,411
Dufva,410
Hammar,410
Hartman,410
Ratinen,410
Vilander,410
Villman,410
Karinen,409
Marjakangas,409
Törnroos,409
Jolkkonen,408
Kytö,407
Mäyrä,407
Pitkäranta,407
Saine,407
Silfver,407
Sulin,407
Teräs,407
Wahlberg,407
Alakoski,406
Grahn,406
Rasimus,406
Sivén,406
Tahkola,406
Engman,405
Kuhmonen,405
Lehtisalo,405
Palmgren,405
Tallqvist,405
Toivio,405
Vilkki,405
Väkiparta,405
Kuismanen,404
Sinervo,404
Joutsen,403
Kittilä,403
Lindman,403
Mutka,403
Pasma,403
Kykkänen,402
Moberg,402
Vänttilä,402
Hägglund,401
Majaniemi,401
Saha,401
Stenholm,401
Teikari,401
Åkerman,401
Haapoja,400
Kattilakoski,400
Pallari,400
Skogberg,400
Sutela,400
Kenttälä,399
Lammela,399
Mursu,399
Astikainen,398
Holmi,398
Mertala,398
Fält,397
Harmaala,397
Packalén,397
Holmlund,396
Kumpumäki,396
Laihonen,396
Vähä,396
Jänkälä,395
Kuivanen,395
Pirkola,395
Rusi,395
Grönstrand,394
Willberg,394
Talonen,393
Autere,392
Flinkman,392
Huupponen,392
Koiranen,392
Pinola,392
Raiskio,392
Timlin,392
Hätinen,391
Kangasmäki,391
Liikkanen,391
Vattulainen,391
Brander,390
Halmela,390
Iivarinen,390
Kotanen,390
Orre,390
Pietarila,390
Söderberg,390
Kaarre,389
Somppi,389
Vakkuri,389
Collin,388
Haajanen,388
Hovila,388
Jurvelin,388
Jämsen,388
Luiro,388
Närvänen,388
Svärd,388
Kuorikoski,387
Luukko,387
Pettinen,387
Stark,387
Timperi,387
Alaluusua,386
Haikara,386
Puurtinen,386
Hihnala,385
Inkilä,385
Kaipiainen,385
Kreivi,385
Muranen,385
Vaattovaara,385
Bergholm,384
Enroth,384
Hintsanen,384
Ilkka,384
Kivikoski,384
Raninen,384
Ravantti,384
Sarén,384
Suontausta,384
Glad,383
Jortikka,383
Koivuluoma,383
Lehmonen,383
Luokkala,383
Mällinen,382
Ursin,382
Vähämaa,382
Hannikainen,381
Impiö,381
Kousa,381
Kääriä,381
Lustig,381
Sistonen,381
Verho,381
Hansson,380
Koskimaa,380
Saloniemi,380
Sorvoja,380
Vuorenpää,380
Welling,380
Lantta,379
Lehtosaari,379
Pessi,379
Äijö,379
Meriluoto,378
Dahlberg,377
Kuokka,377
Laakko,377
Limnell,377
Palovaara,377
Puolitaival,377
Rasmus,377
Tourunen,377
Jormakka,376
Palenius,376
Ratia,376
Sarja,376
Välilä,376
Hietaharju,375
Laukkarinen,375
Pirttijärvi,374
Alamäki,373
Hernesniemi,373
Korjus,373
Korolainen,373
Moisanen,373
Alakärppä,372
Raussi,372
Ruonala,372
Sariola,372
Koskenniemi,371
Partinen,371
Toppari,371
Veikkolainen,371
Winqvist,371
Käppi,370
Peteri,370
Pohjanen,370
Rahunen,370
Tiikkainen,370
Veikkola,370
Vitikka,370
Kylänpää,369
Lemmetyinen,369
Myllyoja,369
Svensson,369
Syrjäläinen,369
Säilä,369
Vilppola,369
Kaukinen,368
Risku,368
Toivainen,368
Vasama,368
Vähäsarja,368
Asunmaa,367
Fabritius,367
Himanka,367
Hirvikoski,367
Jaara,366
Knuuti,366
Kouvalainen,366
Olenius,366
Oravainen,366
Pousi,366
Rostedt,366
Strengell,366
Tommola,366
Urpilainen,366
Kyröläinen,365
Lattu,365
Pulkka,365
Torppa,365
Wilenius,365
Lyly,364
Mero,364
Naakka,364
Olkinuora,364
Puonti,364
Vehmanen,364
Ämmälä,364
Kaisto,363
Kotro,363
Patronen,363
From,362
Rousu,362
Bärlund,361
Hansen,361
Kehusmaa,361
Typpö,361
Levonen,360
Pokkinen,360
Pylkkönen,360
Riutta,360
Salmijärvi,360
Uronen,360
Horttanainen,359
Kraft,359
Liuska,359
Merivirta,359
Nikkari,359
Riikola,359
Stenbäck,359
Junkkari,358
Kovero,358
Kyyhkynen,358
Lumijärvi,358
Pirkkalainen,358
Sillman,358
Häikiö,357
Löf,357
Vääräniemi,357
Cederberg,356
Farah,356
Fellman,356
Nuora,356
Salokannel,356
Vienonen,356
Kaija,355
Kamunen,355
Lemström,355
Maja,355
Frilander,354
Hattunen,354
Kangasluoma,354
Outinen,354
Sikiö,354
Varjo,354
Hast,353
Kaukoranta,353
Laukkonen,353
Majamäki,353
Monto,353
Pihl,352
Sipinen,352
Verronen,352
Aholainen,351
Grönvall,351
Kempas,351
Pekkonen,351
Pirttimaa,351
Mustaniemi,350
Purho,350
Rahikka,350
Saukkoriipi,350
Södergård,350
Tiirikainen,350
Myllyaho,349
Partala,349
Valjus,349
Hanhisuanto,348
Hietamies,348
Liikala,348
Partti,348
Röntynen,348
Ahmadi,347
Argillander,347
Dahlgren,347
Oksala,347
Pihlainen,347
Tuomivaara,347
Ylijoki,347
Ahvonen,346
Hauhia,346
Kälkäjä,346
Mickelsson,346
Pantsar,346
Perttilä,346
Pulkki,346
Aittola,345
Alitalo,345
Hartonen,345
Hurmerinta,345
Ketolainen,345
Koskenkorva,345
Kähönen,345
Lääperi,345
Paloheimo,345
Pienimäki,345
Hurtig,344
Laasanen,344
Maksimainen,344
Molander,344
Mälkiä,344
Rekonen,344
Vienola,344
Hahl,343
Häkkänen,343
Kilpiö,343
Lähdemäki,343
Rosti,343
Tanska,343
Toppila,343
Kunelius,342
Mellin,342
Sjöroos,342
Kuusniemi,341
Puoskari,341
Ryyppö,341
Grön,340
Hopia,340
Kasanen,340
Niemi-Korpi,340
Nummila,340
Tiilikka,340
Ahtonen,339
Bäcklund,339
Flinck,339
Jääskö,339
Kaukola,339
Komppa,339
Lallukka,339
Pirttilä,339
Rekilä,339
Huurinainen,338
Jaako,338
Leppäaho,338
Pukki,338
Säisä,338
Wahlman,338
Yletyinen,338
Åhman,338
Haapalahti,337
Nikki,337
Saariniemi,337
Suihko,337
Byman,336
Kukkula,336
Einola,335
Himberg,335
Lehkonen,335
Myllärinen,335
Syväjärvi,335
Vesterlund,335
Ahlstedt,334
Harri,334
Kerminen,334
Koivukoski,334
Oranen,334
Rakkolainen,334
Tontti,334
Ellonen,333
Karell,333
Mäntymäki,333
Perttu,333
Selkälä,333
Tani,333
Fager,332
Isomaa,332
Kaarela,332
Klemets,332
Manni,332
Persson,332
Riihinen,332
Sankala,332
Tampio,332
Tiikkaja,332
Eklöf,331
Elovaara,331
Hauta-aho,331
Käki,331
Mättö,331
Pippuri,331
Renvall,331
Rönnholm,331
Dahlman,330
Kemiläinen,330
Kultalahti,330
Levola,330
Pekki,330
Tomperi,330
Vahala,330
Hokka,329
Kuntsi,329
Liljeqvist,329
Mauno,329
Niinistö,329
Hakanpää,328
Koutonen,328
Merinen,328
Vanne,328
Huikko,327
Kellokumpu,327
Luukka,327
Paljakka,327
Saunamäki,327
Tupala,327
Arpiainen,326
Kotala,326
Linnala,326
Ågren,326
Andersin,325
Fröberg,325
Hakomäki,325
Moisander,325
Pihlström,325
Högström,324
Jumisko,324
Parhiala,324
Purola,324
Riihijärvi,324
Riski,324
Tabell,324
Varjus,324
Wasenius,324
Hellstén,323
Jyrkinen,323
Mahamed,323
Mäntysaari,323
Nordqvist,323
Ollanketo,323
Passi,323
Schmidt,323
Ekberg,322
Hiironen,322
Maijanen,322
Nuorala,322
Näsi,322
Piilonen,322
Puolakanaho,322
Sand,322
Auer,321
Frisk,321
Hoikka,321
Korkiamäki,321
Koskenranta,321
Lähdekorpi,321
Parkkari,321
Sakko,321
Siimes,321
Sipari,321
Talvio,321
Vataja,321
Björkbacka,320
Hamari,320
Järvisalo,320
Palomaa,320
Säntti,320
Tähti,320
Alajoki,319
Hermunen,319
Kuhanen,319
Kuukkanen,319
Kähäri,319
Lanki,319
Mehto,319
Talvensaari,319
Hämeenniemi,318
Karvanen,318
Lankila,318
Meuronen,318
Tykkyläinen,318
Elfving,317
Karila,317
Kaskela,317
Tiitto,317
Vallenius,317
Vilmi,317
Ekola,316
Ismail,316
Majanen,316
Salli,316
Alhonen,315
Flyktman,315
Kankkonen,315
Kettula,315
Laulajainen,315
Marttala,315
Michelsson,315
Polojärvi,315
Qvist,315
Sarlin,315
Shemeikka,315
Stenström,315
Tapani,315
Vehniäinen,315
Wahlström,315
Ylikulju,315
Härö,314
Karhinen,314
Kohtamäki,314
Lehtisaari,314
Markus,314
Nurmio,314
Rouvali,314
Soppela,314
Hiekkanen,313
Kola,313
Kouvo,313
Pyrhönen,313
Renfors,313
Soisalo,313
Koppanen,312
Kyyrö,312
Lakkala,312
Paappanen,312
Tattari,312
Tirri,312
Karjala,311
Karlström,311
Korppi,311
Ohvo,311
Tarvonen,311
Granström,310
Hellén,310
Johnson,310
Salakari,310
Uuttu,310
Haikala,309
Kutvonen,309
Majander,309
Poskiparta,309
Rantakangas,309
Rasila,309
Silvan,309
Vesamäki,309
Åkerblom,309
Isojärvi,308
Kalpio,308
Kirves,308
Lampila,308
Patjas,308
Poikkimäki,308
Ranta-aho,308
Rosvall,308
Salama,308
Vihervuori,308
Wilkman,308
Arkko,307
Kaipio,307
Nakari,307
Palmén,307
Anderson,306
Kuusimäki,306
Polvi,306
Stoor,306
Tasala,306
Vihervaara,306
Lotvonen,305
Myyry,305
Pouttu,305
Tulkki,305
Ahlholm,304
Backström,304
Bragge,304
Inkiläinen,304
Isoviita,304
Laulumaa,304
Luusua,304
Merisalo,304
Haaja,303
Häyhä,303
Kuusiniemi,303
Köngäs,303
Mertaniemi,303
Pihkala,303
Raudasoja,303
Tenkanen,303
Hanka,302
Malmivaara,302
Paakkanen,302
Pitkäniemi,302
Seikkula,302
Snickars,302
Tietäväinen,302
Villa,302
Wahlsten,302
Burman,301
Huolman,301
Kauko,301
Manelius,301
Tervala,301
Väärälä,301
Björklöf,300
Dahlqvist,300
Kaukiainen,300
Kurri,300
Lang,300
Saharinen,300
Suomala,300
Svart,300
Kankaanranta,299
Kenttä,299
Marjeta,299
Müller,299
Tapiola,299
Tuori,299
Aspegren,298
Färm,298
Hirvensalo,298
Hyyrynen,298
Rikala,298
Suurnäkki,298
Viklund,298
Ahlroth,297
Huittinen,297
Hyppänen,297
Jensen,297
Kemi,297
Komi,297
Maaninka,297
Mäkisalo,297
Ohtamaa,297
Paakkonen,297
Parttimaa,297
Peräkylä,297
Streng,297
Tuura,297
Wargh,297
Barck,296
Etelämäki,296
Hostikka,296
Hyypiä,296
Jaakkonen,296
Rundgren,296
Silvasti,296
Stenroth,296
Yrttiaho,296
Hietaranta,295
Jonsson,295
Kivikangas,295
Lunden,295
Nuuttila,295
Sällinen,295
Valle,295
Ahtinen,294
Anttalainen,294
Kartano,294
Lax,294
Pitkämäki,294
Väkevä,294
Lemberg,293
Myyrä,293
Parkko,293
Rasinkangas,293
Takkula,293
Tarkka,293
Wilson,293
Haka,292
Hautaviita,292
Hemming,292
Kiviluoto,292
Kukkohovi,292
Kuusjärvi,292
Känsälä,292
Mustakallio,292
Oikkonen,292
Toivari,292
Viiri,292
Yrjönen,292
Aula,291
Heimo,291
Heiniö,291
Hermansson,291
Jylkkä,291
Komonen,291
Niittynen,291
Ojansivu,291
Rautava,291
Saarikivi,291
Storbacka,291
Heikinheimo,290
Hjelm,290
Illman,290
Juuso,290
Määttälä,290
Paavolainen,290
Huhtakangas,289
Korkeakoski,289
Riihiaho,289
Sundvall,289
Taavila,289
Tuorila,289
Vilkko,289
Ahlvik,288
Furu,288
Piirto,288
Turtinen,288
Yliniemi,288
Carlson,287
Filppula,287
Granfors,287
Isberg,287
Kautiainen,287
Latvakoski,287
Parantainen,287
Pirttinen,287
Saikko,287
Ylänen,287
Leppiniemi,286
Linnanmäki,286
Niskakangas,286
Nybacka,286
Paukkonen,286
Putkinen,286
Riipi,286
Hult,285
Ilmarinen,285
Lagerström,285
Raitala,285
Renlund,285
Ruotsala,285
Siltakoski,285
Säily,285
Yliluoma,285
Hallberg,284
Hopponen,284
Kärkinen,284
Muotka,284
Piilola,284
Pirttikoski,284
Savander,284
Westerback,284
Martinmäki,283
Punkari,283
Puusaari,283
Toivakka,283
Byggmästar,282
Lautamäki,282
Rahja,282
Ristilä,282
Särkijärvi,282
Taimi,282
Talka,282
Toivo,282
Vilmunen,282
Kaarakainen,281
Kolmonen,281
Nykvist,281
Näätänen,281
Parkkali,281
Pyrrö,281
Pönni,281
Ramstedt,281
Ranua,281
Riissanen,281
Siukola,281
Taivainen,281
Juurakko,280
Kilkki,280
Kiukkonen,280
Korhola,280
Korkeakangas,280
Rauhamäki,280
Wirtanen,280
Andelin,279
Hiukka,279
Lehvonen,279
Mäkiniemi,279
Olkkola,279
Pitkonen,279
Puurula,279
Rosenström,279
Sankari,279
Strandman,279
Tetri,279
Ylikotila,279
Ahmad,278
Avikainen,278
Engberg,278
Haikka,278
Kankaala,278
Lamppu,278
Marjomaa,278
Nironen,278
Ryytty,278
Uusikartano,278
Ylikangas,278
Hara,277
Jokipii,277
Leppinen,277
Luukinen,277
Mankki,277
Mukkala,277
Närvä,277
Sahlström,277
Vinni,277
Ahlroos,276
Halttu,276
Hirviniemi,276
Holttinen,276
Huttula,276
Melander,276
Muilu,276
Pajukoski,276
Papunen,276
Pimiä,276
Ronkanen,276
Runtti,276
Turkka,276
Aapro,275
Abdullahi,275
Airio,275
Bister,275
Huumonen,275
Kalmari,275
Luomanen,275
Tulokas,275
Volotinen,275
Eilola,274
Heinikoski,274
Hosio,274
Kejonen,274
Kuiri,274
Kuusi,274
Muona,274
Natri,274
Qvick,274
Svensk,274
Söderblom,274
Wik,274
Yusuf,274
Granö,273
Gustavsson,273
Hälinen,273
Ihanus,273
Muurimäki,273
Nauha,273
Pauna,273
Seilonen,273
Siro,273
Tervola,273
Tulla,273
Halla-aho,272
Hällfors,272
Lipasti,272
Myllylahti,272
Nikkonen,272
Pitkäaho,272
Salonpää,272
Saraste,272
Suortti,272
Vahtola,272
Vartio,272
Haukijärvi,271
Haukipuro,271
Kara,271
Lemettinen,271
Merilä,271
Muuri,271
Viholainen,271
Hacklin,270
Junnola,270
Mohammed,270
Musakka,270
Mylly,270
Tolkki,270
Torkkel,270
Turkulainen,270
Gummerus,269
Haukkala,269
Jaakonsaari,269
Koivulahti,269
Rajakangas,269
Sokura,269
Sulander,269
Sundkvist,269
Suopanki,269
Särkiniemi,269
Wikberg,269
Hertteli,268
Rontti,268
Ruokola,268
Saira,268
Suokko,268
Forstén,267
Katajainen,267
Pyyhtiä,267
Saarenmaa,267
Tunturi,267
Vehkaoja,267
Brown,266
Isometsä,266
Kortesoja,266
Kupila,266
Lalli,266
Malmsten,266
Näsman,266
Pannula,266
Puukko,266
Rasilainen,266
Ehrnrooth,265
Enkvist,265
Hästbacka,265
Korri,265
Mikander,265
Moisala,265
Pöyhtäri,265
Vilponen,265
Björkell,264
Härmälä,264
Ikkala,264
Kesseli,264
Lintala,264
Paakkola,264
Parpala,264
Varpula,264
Wegelius,264
Wester,264
Wright,264
Isohanni,263
Juurinen,263
Merta,263
Peuraniemi,263
Pitkäkangas,263
Päiväniemi,263
Savilaakso,263
Sneck,263
Hauru,262
Huuki,262
Maunuksela,262
Paasikivi,262
Patama,262
Rankinen,262
Tarkkonen,262
Vierula,262
Villikka,262
Vähätiitto,262
Williams,262
Ekroos,261
Kuortti,261
Merikanto,261
Mykrä,261
Paukkeri,261
Peuhkuri,261
Sohlberg,261
Wiberg,261
Hirn,260
Knaapi,260
Salmelin,260
Silvast,260
Tervamäki,260
Ahvenjärvi,259
Grönman,259
Heiskala,259
Jyrinki,259
Niskasaari,259
Ojajärvi,259
Puuronen,259
Rovio,259
Salojärvi,259
Selander,259
Vuorma,259
Arvela,258
Haiko,258
Hedberg,258
Huikari,258
Lakanen,258
Mentula,258
Myntti,258
Pigg,258
Romu,258
Tuohino,258
Kaattari,257
Kajan,257
Kesänen,257
Lampén,257
Loukusa,257
Marjala,257
Muukka,257
Saariaho,257
Siikanen,257
Taina,257
Tala,257
Ylisirniö,257
Kuivala,256
Laisi,256
Lipiäinen,256
Lohtander,256
Paulamäki,256
Pere,256
Silfverberg,256
Uusimaa,256
Vesikko,256
Hammarberg,255
Happo,255
Höök,255
Jurvakainen,255
Keurulainen,255
Lokka,255
Lähteinen,255
Mustakangas,255
Nisonen,255
Nurro,255
Nuutila,255
Termonen,255
Ylimartimo,255
Hälikkä,254
Kaiponen,254
Korkka,254
Kristo,254
Näveri,254
Poikola,254
Pyysalo,254
Ulvinen,254
Ekblom,253
Haveri,253
Huhtaniemi,253
Kalliomaa,253
Karén,253
Kimpimäki,253
Marila,253
Nerg,253
Puhakainen,253
Tavi,253
Juva,252
Kelkka,252
Kerkelä,252
Keskimäki,252
Kesäläinen,252
Kuusijärvi,252
Louko,252
Pirttilahti,252
Pöysä,252
Rajalin,252
Rasku,252
Tuikkanen,252
Uusitupa,252
Wikholm,252
Gashi,251
Hirvinen,251
Kalliosaari,251
Katajala,251
Kivilompolo,251
Murtola,251
Päätalo,251
Abrahamsson,250
Hasan,250
Holkko,250
Härkänen,250
Jokimies,250
Kiema,250
Kononen,250
Loisa,250
Nokkala,250
Pylväs,250
Rautiola,250
Suvinen,250
Viita-aho,250
Vuohelainen,250
Aunola,249
Haara,249
Isosaari,249
Kontunen,249
Kuivamäki,249
Liuski,249
Nikka,249
Nopanen,249
Näsänen,249
Pelander,249
Pihlman,249
Pyhäjärvi,249
Talonpoika,249
Tähkänen,249
Ansamaa,248
Borgström,248
Jukkola,248
Kaarto,248
Leimu,248
Meri,248
Parjanen,248
Saalasti,248
Torkko,248
Vehmaa,248
Väätänen,248
Waris,248
Aden,247
Alava,247
Grandell,247
Haavikko,247
Haltia,247
Janatuinen,247
Kiminki,247
Kokkarinen,247
Lammassaari,247
Vihanto,247
Brusila,246
Haga,246
Johnsson,246
Laurinen,246
Leander,246
Lehmuskoski,246
Levander,246
Mustola,246
Nordgren,246
Nukarinen,246
Rajahalme,246
Rinta,246
Sahi,246
Tähkäpää,246
Bergqvist,245
Ekblad,245
Föhr,245
Hautajärvi,245
Herttuainen,245
Kojola,245
Kärkäs,245
Kärppä,245
Lius,245
Martti,245
Niukkanen,245
Nurkka,245
Nätynki,245
Pentinmäki,245
Risto,245
Räinä,245
Rättö,245
Tauru,245
Tofferi,245
Torkkola,245
Esko,244
Hall,244
Herlevi,244
Honkavaara,244
Kotka,244
Kouva,244
Käsmä,244
Malo,244
Niemonen,244
Pohto,244
Skogster,244
Stenlund,244
Storm,244
Vikki,244
Värri,244
Wall,244
Hallikas,243
Kaitila,243
Kirvesmäki,243
Kosamo,243
Kouri,243
Käkönen,243
Lassfolk,243
Palmunen,243
Partio,243
Simanainen,243
Tiira,243
Vähänen,243
Yildirim,243
Ylätalo,243
Jokikokko,242
Kaljunen,242
Kaplas,242
Karvo,242
Klinga,242
